Time,Velocity,Angle theta,Position x,Position y,Delta x,Delta y
101,2,-1.5708,5,8.57991,0,-0.2
101.1,2,-1.5708,5,8.37991,0,-0.2
101.2,2,-1.5708,5,8.17991,0,-0.2
101.3,2,-1.5708,5,7.97991,0,-0.2
101.4,2,-1.5708,5,7.77991,0,-0.2
101.5,2,-1.5708,5,7.57991,0,-0.2
101.6,2,-1.5708,5,7.37991,0,-0.2
101.7,2,-1.5708,5,7.17991,0,-0.2
101.8,2,-1.5708,5,6.97991,0,-0.2
101.9,2,-1.5708,5,6.77991,0,-0.2
102,2,-1.5708,5,6.57991,0,-0.2
102.1,2,-1.5708,5,6.37991,0,-0.2
102.2,2,-1.5708,5,6.17991,0,-0.2
102.3,2,-1.5708,5,5.97991,0,-0.2
102.4,2,-1.5708,5,5.77991,0,-0.2
102.5,2,-1.5708,5,5.57991,0,-0.2
102.6,2,-1.5708,5,5.37991,0,-0.2
102.7,2,-1.5708,5,5.17991,0,-0.2
102.8,2,-1.5708,5,4.97991,0,-0.2
102.9,2,-1.5708,5,4.77991,0,-0.2
103,2,-1.5708,5,4.57991,0,-0.2
103.1,2,-1.5708,5,4.37991,0,-0.2
103.2,2,-1.5708,5,4.17991,0,-0.2
103.3,2,-1.5708,5,3.97991,0,-0.2
103.4,2,-1.5708,5,3.77991,0,-0.2
103.5,2,-1.5708,5,3.57991,0,-0.2
103.6,2,-1.5708,5,3.37991,0,-0.2
103.7,2,-1.5708,5,3.17991,0,-0.2
103.8,2,-1.5708,5,2.97991,0,-0.2
103.9,2,-1.5708,5,2.77991,0,-0.2
104,2,-1.5708,5,2.57991,0,-0.2
104.1,2,-1.5708,5,2.37991,0,-0.2
104.2,2,-1.5708,5,2.17991,0,-0.2
104.3,2,-1.5708,5,1.97991,0,-0.2
104.4,2,-1.5708,5,1.77991,0,-0.2
104.5,2,-1.5708,5,1.57991,0,-0.2
104.6,2,-1.5708,5,1.37991,0,-0.2
104.7,2,-1.5708,5,1.17991,0,-0.2
104.8,2,-1.5708,5,0.979911,0,-0.2
104.9,2,-1.5708,5,0.779911,0,-0.2
105,2,-1.5708,5,0.579911,0,-0.2
105.1,2,-1.54752,5.00466,0.379965,0.00465503,-0.199946
105.2,2,-1.52481,5.01385,0.180177,0.00919434,-0.199789
105.3,2,-1.50277,5.02744,-0.0193606,0.0135942,-0.199537
105.4,2,-1.48129,5.04532,-0.21856,0.0178778,-0.199199
105.5,2,-1.41029,5.07729,-0.415989,0.0319638,-0.197429
105.6,2,-1.34472,5.12212,-0.6109,0.0448315,-0.194911
105.7,2,-1.28441,5.17861,-0.802754,0.0564968,-0.191854
105.8,2,-1.22877,5.24569,-0.991169,0.06708,-0.188415
105.9,2,-1.13565,5.33,-1.17253,0.0843095,-0.181361
106,2,-1.05076,5.42939,-1.34609,0.0993827,-0.17356
106.1,2,-0.973678,5.54184,-1.51148,0.112452,-0.165392
106.2,2,-0.903503,5.66561,-1.66858,0.123772,-0.1571
106.3,2,-0.838839,5.79928,-1.81736,0.133665,-0.148774
106.4,2,-0.745718,5.9462,-1.95306,0.14692,-0.1357
106.5,2,-0.659462,6.10426,-2.07559,0.158064,-0.122538
106.6,2,-0.579698,6.27159,-2.18515,0.167326,-0.109554
106.7,2,-0.505351,6.44659,-2.28197,0.175001,-0.0968228
106.8,2,-0.41223,6.62983,-2.3621,0.183246,-0.0801306
106.9,2,-0.325068,6.81936,-2.42598,0.189526,-0.0638746
107,2,-0.243984,7.01344,-2.47429,0.194077,-0.0483142
107.1,2,-0.168328,7.21061,-2.5078,0.197173,-0.0335068
107.2,2,-0.096618,7.40968,-2.52709,0.199067,-0.0192936
107.3,2,-0.003497,7.60967,-2.52779,0.199999,-0.000699398
107.4,2,0.0823317,7.809,-2.51134,0.199323,0.0164478
107.5,2,0.161464,8.0064,-2.47919,0.197399,0.0321527
107.6,2,0.235172,8.20089,-2.43259,0.194495,0.0466021
107.7,2,0.328293,8.39021,-2.3681,0.189319,0.0644856
107.8,2,0.413492,8.57335,-2.28774,0.183145,0.0803618
107.9,2,0.491292,8.7497,-2.19339,0.176345,0.0943531
108,2,0.56276,8.91886,-2.08668,0.169157,0.106704
108.1,2,0.655881,9.07736,-1.96471,0.158502,0.121972
108.2,2,0.740342,9.22501,-1.8298,0.147648,0.134908
108.3,2,0.816699,9.36193,-1.68403,0.136926,0.145778
108.4,2,0.885932,9.48845,-1.52912,0.126514,0.154901
108.5,2,0.949463,9.60487,-1.3665,0.116424,0.162621
108.6,2,1.04258,9.70567,-1.19376,0.100798,0.172742
108.7,2,1.12602,9.79172,-1.01322,0.0860515,0.180541
108.8,2,1.20091,9.86402,-0.826747,0.0723024,0.186473
108.9,2,1.26871,9.92352,-0.635804,0.0595021,0.190944
109,2,1.35081,9.96717,-0.440624,0.0436441,0.19518
109.1,2,1.41932,9.99735,-0.242914,0.0301795,0.19771
109.2,2,1.47629,10.0162,-0.0438063,0.0188736,0.199107
109.3,2,1.52334,10.0257,0.155969,0.00948765,0.199775
109.4,2,1.56183,10.0275,0.355961,0.00179322,0.199992
109.5,2,1.58697,10.0243,0.555934,-0.00323546,0.199974
109.6,2,1.60446,10.0175,0.755821,-0.00673101,0.199887
109.7,2,1.61528,10.0086,0.955623,-0.00889391,0.199802
109.8,2,1.62021,9.99876,1.15538,-0.0098778,0.199756
109.9,2,1.61969,9.98899,1.35514,-0.00977461,0.199761
110,2,1.61597,9.97996,1.55494,-0.00903093,0.199796
110.1,2,1.60951,9.97222,1.75479,-0.0077405,0.19985
110.2,2,1.60083,9.96621,1.9547,-0.00600547,0.19991
110.3,2,1.59026,9.96232,2.15466,-0.00389232,0.199962
110.4,2,1.5779,9.9609,2.35465,-0.00142103,0.199995
110.5,2,1.57162,9.96073,2.55465,-0.00016489,0.2
110.6,2,1.56541,9.96181,2.75465,0.00107755,0.199997
110.7,2,1.55935,9.9641,2.95464,0.00228989,0.199987
110.8,2,1.55346,9.96757,3.15461,0.00346649,0.19997
110.9,2,1.54772,9.97218,3.35455,0.00461396,0.199947
111,2,1.54779,9.97678,3.5545,0.00460153,0.199947
111.1,2,1.54828,9.98129,3.75445,0.00450208,0.199949
111.2,2,1.54914,9.98562,3.9544,0.00433039,0.199953
111.3,2,1.55031,9.98971,4.15436,0.00409648,0.199958
111.4,2,1.55178,9.99352,4.35433,0.00380401,0.199964
111.5,2,1.55491,9.99669,4.5543,0.0031765,0.199975
111.6,2,1.55799,9.99925,4.75428,0.00256087,0.199984
111.7,2,1.56097,10.0012,4.95427,0.00196442,0.19999
111.8,2,1.56385,10.0026,5.15427,0.00138938,0.199995
111.9,2,1.56664,10.0034,5.35427,0.000832204,0.199998
112,2,1.56868,10.0039,5.55427,0.000423701,0.2
112.1,2,1.57042,10.0039,5.75427,7.60E-05,0.2
112.2,2,1.57187,10.0037,5.95427,-0.000215098,0.2
112.3,2,1.57307,10.0033,6.15427,-0.000454177,0.199999
112.4,2,1.57403,10.0026,6.35427,-0.000645833,0.199999
112.5,2,1.57422,10.0019,6.55426,-0.000684847,0.199999
112.6,2,1.57422,10.0013,6.75426,-0.000684865,0.199999
112.7,2,1.57406,10.0006,6.95426,-0.000651855,0.199999
112.8,2,1.57375,10,7.15426,-0.000590053,0.199999
112.9,2,1.5733,9.99951,7.35426,-0.000501317,0.199999
113,2,1.57282,9.99911,7.55426,-0.000403774,0.2
113.1,2,1.5723,9.99881,7.75426,-0.000301246,0.2
113.2,2,1.57178,9.99861,7.95426,-0.000196017,0.2
113.3,2,1.57124,9.99852,8.15426,-8.92E-05,0.2
113.4,2,1.5707,9.99854,8.35426,1.94E-05,0.2
113.5,2,1.57044,9.99861,8.55426,7.17E-05,0.2
113.6,2,1.57022,9.99873,8.75426,0.000115997,0.2
113.7,2,1.57003,9.99888,8.95426,0.000152958,0.2
113.8,2,1.56988,9.99906,9.15426,0.000183166,0.2
113.9,2,1.56976,9.99927,9.35426,0.000207213,0.2
114,2,1.56982,9.99947,9.55426,0.000195298,0.2
114.1,2,1.5699,9.99965,9.75426,0.000179043,0.2
114.2,2,1.57,9.99981,9.95426,0.000159353,0.2
114.3,2,1.57011,9.99994,10.1543,0.000136792,0.2
114.4,2,1.57024,10.0001,10.3543,0.000111488,0.2
114.5,2,1.57037,10.0001,10.5543,8.51E-05,0.2
114.6,2,1.5705,10.0002,10.7543,5.98E-05,0.2
114.7,2,1.57062,10.0002,10.9543,3.60E-05,0.2
114.8,2,1.57073,10.0002,11.1543,1.35E-05,0.2
114.9,2,1.57084,10.0002,11.3543,-7.85E-06,0.2
115,2,1.57089,10.0002,11.5543,-1.84E-05,0.2
115.1,2,1.57093,10.0002,11.7543,-2.66E-05,0.2
115.2,2,1.57096,10.0002,11.9543,-3.27E-05,0.2
115.3,2,1.57098,10.0001,12.1543,-3.67E-05,0.2
115.4,2,1.57099,10.0001,12.3543,-3.91E-05,0.2
115.5,2,1.57098,10.0001,12.5543,-3.60E-05,0.2
115.6,2,1.57096,10,12.7543,-3.20E-05,0.2
115.7,2,1.57093,9.99999,12.9543,-2.72E-05,0.2
115.8,2,1.57091,9.99997,13.1543,-2.18E-05,0.2
115.9,2,1.57087,9.99995,13.3543,-1.57E-05,0.2
116,2,1.57085,9.99994,13.5543,-1.09E-05,0.2
116.1,2,1.57083,9.99994,13.7543,-6.23E-06,0.2
116.2,2,1.57081,9.99993,13.9543,-1.88E-06,0.2
116.3,2,1.57079,9.99994,14.1543,2.20E-06,0.2
116.4,2,1.57077,9.99994,14.3543,6.03E-06,0.2
116.5,2,1.57076,9.99995,14.5543,7.34E-06,0.2
116.6,2,1.57076,9.99996,14.7543,8.22E-06,0.2
116.7,2,1.57075,9.99997,14.9543,8.73E-06,0.2
116.8,2,1.57075,9.99998,15.1543,8.91E-06,0.2
116.9,2,1.57075,9.99998,15.3543,8.78E-06,0.2
117,2,1.57076,9.99999,15.5543,7.71E-06,0.2
117.1,2,1.57076,10,15.7543,6.53E-06,0.2
117.2,2,1.57077,10,15.9543,5.27E-06,0.2
117.3,2,1.57078,10,16.1543,3.95E-06,0.2
117.4,2,1.57078,10,16.3543,2.57E-06,0.2
117.5,2,1.57079,10,16.5543,1.55E-06,0.2
117.6,2,1.57079,10,16.7543,6.27E-07,0.2
117.7,2,1.5708,10,16.9543,-2.04E-07,0.2
117.8,2,1.5708,10,17.1543,-9.46E-07,0.2
117.9,2,1.5708,10,17.3543,-1.61E-06,0.2
118,2,1.57081,10,17.5543,-1.78E-06,0.2
118.1,2,1.57081,10,17.7543,-1.86E-06,0.2
118.2,2,1.57081,10,17.9543,-1.86E-06,0.2
118.3,2,1.57081,10,18.1543,-1.79E-06,0.2
118.4,2,1.5708,10,18.3543,-1.66E-06,0.2
118.5,2,1.5708,10,18.5543,-1.40E-06,0.2
118.6,2,1.5708,10,18.7543,-1.13E-06,0.2
118.7,2,1.5708,10,18.9543,-8.54E-07,0.2
118.8,2,1.5708,10,19.1543,-5.68E-07,0.2
118.9,2,1.5708,10,19.3543,-2.75E-07,0.2
119,2,1.5708,10,19.5543,-9.16E-08,0.2
119.1,2,1.5708,10,19.7543,7.00E-08,0.2
119.2,2,1.5708,10,19.9543,2.11E-07,0.2
119.3,2,1.57079,10,20.1543,3.32E-07,0.2
119.4,2,1.57079,10,20.3543,4.35E-07,0.2
119.5,2,1.57079,10,20.5543,4.40E-07,0.2
119.6,2,1.57079,10,20.7543,4.29E-07,0.2
119.7,2,1.57079,10,20.9543,4.04E-07,0.2
119.8,2,1.57079,10,21.1543,3.67E-07,0.2
119.9,2,1.57079,10,21.3543,3.20E-07,0.2
120,2,1.5708,10,21.5543,2.59E-07,0.2
120.1,2,1.5708,10,21.7543,1.97E-07,0.2
120.2,2,1.5708,10,21.9543,1.36E-07,0.2
120.3,2,1.5708,10,22.1543,7.58E-08,0.2
120.4,2,1.5708,10,22.3543,1.63E-08,0.2
120.5,2,1.5708,10,22.5543,-1.69E-08,0.2
120.6,2,1.5708,10,22.7543,-4.46E-08,0.2
120.7,2,1.5708,10,22.9543,-6.74E-08,0.2
120.8,2,1.5708,10,23.1543,-8.57E-08,0.2
120.9,2,1.5708,10,23.3543,-9.98E-08,0.2
121,2,1.5708,10,23.5543,-9.60E-08,0.2
121.1,2,1.5708,10,23.7543,-8.93E-08,0.2
121.2,2,1.5708,10,23.9543,-8.01E-08,0.2
121.3,2,1.5708,10,24.1543,-6.89E-08,0.2
121.4,2,1.5708,10,24.3543,-5.58E-08,0.2
121.5,2,1.5708,10,24.5543,-4.27E-08,0.2
121.6,2,1.5708,10,24.7543,-2.98E-08,0.2
121.7,2,1.5708,10,24.9543,-1.75E-08,0.2
121.8,2,1.5708,10,25.1543,-5.56E-09,0.2
121.9,2,1.5708,10,25.3543,5.92E-09,0.2
122,2,1.5708,10,25.5543,1.13E-08,0.2
122.1,2,1.5708,10,25.7543,1.55E-08,0.2
122.2,2,1.5708,10,25.9543,1.86E-08,0.2
122.3,2,1.5708,10,26.1543,2.08E-08,0.2
122.4,2,1.5708,10,26.3543,2.22E-08,0.2
122.5,2,1.5708,10,26.5543,2.04E-08,0.2
122.6,2,1.5708,10,26.7543,1.81E-08,0.2
122.7,2,1.5708,10,26.9543,1.55E-08,0.2
122.8,2,1.5708,10,27.1543,1.26E-08,0.2
122.9,2,1.5708,10,27.3543,9.32E-09,0.2
123,2,1.5708,10,27.5543,6.57E-09,0.2
123.1,2,1.5708,10,27.7543,3.98E-09,0.2
123.2,2,1.5708,10,27.9543,1.56E-09,0.2
123.3,2,1.5708,10,28.1543,-6.94E-10,0.2
123.4,2,1.5708,10,28.3543,-2.80E-09,0.2
123.5,2,1.5708,10,28.5543,-3.59E-09,0.2
123.6,2,1.5708,10,28.7543,-4.14E-09,0.2
123.7,2,1.5708,10,28.9543,-4.48E-09,0.2
123.8,2,1.5708,10,29.1543,-4.62E-09,0.2
123.9,2,1.5708,10,29.3543,-4.59E-09,0.2
124,2,1.5708,10,29.5543,-4.06E-09,0.2
124.1,2,1.5708,10,29.7543,-3.46E-09,0.2
124.2,2,1.5708,10,29.9543,-2.80E-09,0.2
124.3,2,1.5708,10,30.1543,-2.11E-09,0.2
124.4,2,1.5708,10,30.3543,-1.37E-09,0.2
124.5,2,1.5708,10,30.5543,-8.34E-10,0.2
124.6,2,1.5708,10,30.7543,-3.40E-10,0.2
124.7,2,1.5708,10,30.9543,1.06E-10,0.2
124.8,2,1.5708,10,31.1543,5.09E-10,0.2
124.9,2,1.5708,10,31.3543,8.72E-10,0.2
125,2,1.5708,10,31.5543,9.65E-10,0.2
125.1,2,1.5708,10,31.7543,1.01E-09,0.2
125.2,2,1.5708,10,31.9543,1.01E-09,0.2
125.3,2,1.5708,10,32.1543,9.80E-10,0.2
125.4,2,1.5708,10,32.3543,9.14E-10,0.2
125.5,2,1.5708,10,32.5543,7.77E-10,0.2
125.6,2,1.5708,10,32.7543,6.31E-10,0.2
125.7,2,1.5708,10,32.9543,4.80E-10,0.2
125.8,2,1.5708,10,33.1543,3.26E-10,0.2
125.9,2,1.5708,10,33.3543,1.68E-10,0.2
126,2,1.5708,10,33.5543,6.64E-11,0.2
126.1,2,1.5708,10,33.7543,-2.32E-11,0.2
126.2,2,1.5708,10,33.9543,-1.01E-10,0.2
126.3,2,1.5708,10,34.1543,-1.69E-10,0.2
126.4,2,1.5708,10,34.3543,-2.26E-10,0.2
126.5,2,1.5708,10,34.5543,-2.31E-10,0.2
126.6,2,1.5708,10,34.7543,-2.27E-10,0.2
126.7,2,1.5708,10,34.9543,-2.15E-10,0.2
126.8,2,1.5708,10,35.1543,-1.97E-10,0.2
126.9,2,1.5708,10,35.3543,-1.72E-10,0.2
127,2,1.5708,10,35.5543,-1.40E-10,0.2
127.1,2,1.5708,10,35.7543,-1.07E-10,0.2
127.2,2,1.5708,10,35.9543,-7.47E-11,0.2
127.3,2,1.5708,10,36.1543,-4.24E-11,0.2
127.4,2,1.5708,10,36.3543,-1.03E-11,0.2
127.5,2,1.5708,10,36.5543,7.70E-12,0.2
127.6,2,1.5708,10,36.7543,2.29E-11,0.2
127.7,2,1.5708,10,36.9543,3.54E-11,0.2
127.8,2,1.5708,10,37.1543,4.56E-11,0.2
127.9,2,1.5708,10,37.3543,5.36E-11,0.2
128,2,1.5708,10,37.5543,5.17E-11,0.2
128.1,2,1.5708,10,37.7543,4.83E-11,0.2
128.2,2,1.5708,10,37.9543,4.36E-11,0.2
128.3,2,1.5708,10,38.1543,3.77E-11,0.2
128.4,2,1.5708,10,38.3543,3.08E-11,0.2
128.5,2,1.5708,10,38.5543,2.37E-11,0.2
128.6,2,1.5708,10,38.7543,1.68E-11,0.2
128.7,2,1.5708,10,38.9543,1.01E-11,0.2
128.8,2,1.5708,10,39.1543,3.62E-12,0.2
128.9,2,1.5708,10,39.3543,-2.61E-12,0.2
129,2,1.5708,10,39.5543,-5.60E-12,0.2
129.1,2,1.5708,10,39.7543,-7.95E-12,0.2
129.2,2,1.5708,10,39.9543,-9.74E-12,0.2
129.3,2,1.5708,10,40.1543,-1.10E-11,0.2
129.4,2,1.5708,10,40.3543,-1.18E-11,0.2
129.5,2,1.5708,10,40.5543,-1.09E-11,0.2
129.6,2,1.5708,10,40.7543,-9.77E-12,0.2
129.7,2,1.5708,10,40.9543,-8.39E-12,0.2
129.8,2,1.5708,10,41.1543,-6.84E-12,0.2
129.9,2,1.5708,10,41.3543,-5.13E-12,0.2
130,2,1.5708,10,41.5543,-3.65E-12,0.2
130.1,2,1.5708,10,41.7543,-2.25E-12,0.2
130.2,2,1.5708,10,41.9543,-9.41E-13,0.2
130.3,2,1.5708,10,42.1543,2.84E-13,0.2
130.4,2,1.5708,10,42.3543,1.43E-12,0.2
130.5,2,1.5708,10,42.5543,1.88E-12,0.2
130.6,2,1.5708,10,42.7543,2.19E-12,0.2
130.7,2,1.5708,10,42.9543,2.39E-12,0.2
130.8,2,1.5708,10,43.1543,2.48E-12,0.2
130.9,2,1.5708,10,43.3543,2.48E-12,0.2
131,2,1.5708,10,43.5543,2.20E-12,0.2
131.1,2,1.5708,10,43.7543,1.88E-12,0.2
131.2,2,1.5708,10,43.9543,1.54E-12,0.2
131.3,2,1.5708,10,44.1543,1.17E-12,0.2
131.4,2,1.5708,10,44.3543,7.73E-13,0.2
131.5,2,1.5708,10,44.5543,4.80E-13,0.2
131.6,2,1.5708,10,44.7543,2.11E-13,0.2
131.7,2,1.5708,10,44.9543,-3.38E-14,0.2
131.8,2,1.5708,10,45.1543,-2.54E-13,0.2
131.9,2,1.5708,10,45.3543,-4.53E-13,0.2
132,2,1.5708,10,45.5543,-5.08E-13,0.2
132.1,2,1.5708,10,45.7543,-5.35E-13,0.2
132.2,2,1.5708,10,45.9543,-5.40E-13,0.2
132.3,2,1.5708,10,46.1543,-5.28E-13,0.2
132.4,2,1.5708,10,46.3543,-4.94E-13,0.2
132.5,2,1.5708,10,46.5543,-4.21E-13,0.2
132.6,2,1.5708,10,46.7543,-3.45E-13,0.2
132.7,2,1.5708,10,46.9543,-2.65E-13,0.2
132.8,2,1.5708,10,47.1543,-1.81E-13,0.2
132.9,2,1.5708,10,47.3543,-9.59E-14,0.2
133,2,1.5708,10,47.5543,-4.09E-14,0.2
133.1,2,1.5708,10,47.7543,7.11E-15,0.2
133.2,2,1.5708,10,47.9543,4.97E-14,0.2
133.3,2,1.5708,10,48.1543,8.70E-14,0.2
133.4,2,1.5708,10,48.3543,1.19E-13,0.2
133.5,2,1.5708,10,48.5543,1.23E-13,0.2
133.6,2,1.5708,10,48.7543,1.21E-13,0.2
133.7,2,1.5708,10,48.9543,1.15E-13,0.2
133.8,2,1.5708,10,49.1543,1.07E-13,0.2
133.9,2,1.5708,10,49.3543,9.41E-14,0.2
134,2,1.5708,10,49.5543,7.64E-14,0.2
134.1,2,1.5708,10,49.7543,6.04E-14,0.2
134.2,2,1.5708,10,49.9543,4.26E-14,0.2
134.3,2,1.5708,10,50.1543,2.49E-14,0.2
134.4,2,1.5708,10,50.3543,7.11E-15,0.2
134.5,2,1.5708,10,50.5543,-3.55E-15,0.2
134.6,2,1.5708,10,50.7543,-1.07E-14,0.2
134.7,2,1.5708,10,50.9543,-1.78E-14,0.2
134.8,2,1.5708,10,51.1543,-2.49E-14,0.2
134.9,2,1.5708,10,51.3543,-2.84E-14,0.2
135,2,1.5708,10,51.5543,-2.84E-14,0.2
135.1,2,1.5708,10,51.7543,-2.66E-14,0.2
135.2,2,1.5708,10,51.9543,-2.31E-14,0.2
135.3,2,1.5708,10,52.1543,-2.13E-14,0.2
135.4,2,1.5708,10,52.3543,-1.60E-14,0.2
135.5,2,1.5708,10,52.5543,-1.24E-14,0.2
135.6,2,1.5708,10,52.7543,-8.88E-15,0.2
135.7,2,1.5708,10,52.9543,-5.33E-15,0.2
135.8,2,1.5708,10,53.1543,-1.78E-15,0.2
135.9,2,1.5708,10,53.3543,1.78E-15,0.2
136,2,1.5708,10,53.5543,3.55E-15,0.2
136.1,2,1.5708,10,53.7543,3.55E-15,0.2
136.2,2,1.5708,10,53.9543,5.33E-15,0.2
136.3,2,1.5708,10,54.1543,5.33E-15,0.2
136.4,2,1.5708,10,54.3543,5.33E-15,0.2
136.5,2,1.5708,10,54.5543,5.33E-15,0.2
136.6,2,1.5708,10,54.7543,5.33E-15,0.2
136.7,2,1.5708,10,54.9543,3.55E-15,0.2
136.8,2,1.5708,10,55.1543,3.55E-15,0.2
136.9,2,1.5708,10,55.3543,3.55E-15,0.2
137,2,1.5708,10,55.5543,1.78E-15,0.2
137.1,2,1.5708,10,55.7543,1.78E-15,0.2
137.2,2,1.5708,10,55.9543,0,0.2
137.3,2,1.5708,10,56.1543,0,0.2
137.4,2,1.5708,10,56.3543,0,0.2
137.5,2,1.5708,10,56.5543,-1.78E-15,0.2
137.6,2,1.5708,10,56.7543,-1.78E-15,0.2
137.7,2,1.5708,10,56.9543,-1.78E-15,0.2
137.8,2,1.5708,10,57.1543,-1.78E-15,0.2
137.9,2,1.5708,10,57.3543,-1.78E-15,0.2
138,2,1.5708,10,57.5543,-1.78E-15,0.2
138.1,2,1.5708,10,57.7543,0,0.2
138.2,2,1.5708,10,57.9543,0,0.2
138.3,2,1.5708,10,58.1543,0,0.2
138.4,2,1.5708,10,58.3543,0,0.2
138.5,2,1.5708,10,58.5543,0,0.2
138.6,2,1.5708,10,58.7543,0,0.2
138.7,2,1.5708,10,58.9543,0,0.2
138.8,2,1.5708,10,59.1543,0,0.2
138.9,2,1.5708,10,59.3543,0,0.2
139,2,1.5708,10,59.5543,0,0.2
139.1,2,1.5708,10,59.7543,0,0.2
139.2,2,1.5708,10,59.9543,0,0.2
139.3,2,1.5708,10,60.1543,0,0.2
139.4,2,1.5708,10,60.3543,0,0.2
139.5,2,1.5708,10,60.5543,0,0.2
139.6,2,1.5708,10,60.7543,0,0.2
139.7,2,1.5708,10,60.9543,0,0.2
139.8,2,1.5708,10,61.1543,0,0.2
139.9,2,1.5708,10,61.3543,0,0.2
140,2,1.5708,10,61.5543,0,0.2
140.1,2,1.5708,10,61.7543,0,0.2
140.2,2,1.5708,10,61.9543,0,0.2
140.3,2,1.5708,10,62.1543,0,0.2
140.4,2,1.5708,10,62.3543,0,0.2
140.5,2,1.5708,10,62.5543,0,0.2
140.6,2,1.5708,10,62.7543,0,0.2
140.7,2,1.5708,10,62.9543,0,0.2
140.8,2,1.5708,10,63.1543,0,0.2
140.9,2,1.5708,10,63.3543,0,0.2
141,2,1.5708,10,63.5543,0,0.2
141.1,2,1.5708,10,63.7543,0,0.2
141.2,2,1.5708,10,63.9543,0,0.2
141.3,2,1.5708,10,64.1543,0,0.2
141.4,2,1.5708,10,64.3543,0,0.2
141.5,2,1.5708,10,64.5543,0,0.2
141.6,2,1.5708,10,64.7543,0,0.2
141.7,2,1.5708,10,64.9543,0,0.2
141.8,2,1.5708,10,65.1543,0,0.2
141.9,2,1.5708,10,65.3543,0,0.2
142,2,1.5708,10,65.5543,0,0.2
142.1,2,1.5708,10,65.7543,0,0.2
142.2,2,1.5708,10,65.9543,0,0.2
142.3,2,1.5708,10,66.1543,0,0.2
142.4,2,1.5708,10,66.3543,0,0.2
142.5,2,1.5708,10,66.5543,0,0.2
142.6,2,1.5708,10,66.7543,0,0.2
142.7,2,1.5708,10,66.9543,0,0.2
142.8,2,1.5708,10,67.1543,0,0.2
142.9,2,1.5708,10,67.3543,0,0.2
143,2,1.5708,10,67.5543,0,0.2
143.1,2,1.5708,10,67.7543,0,0.2
143.2,2,1.5708,10,67.9543,0,0.2
143.3,2,1.5708,10,68.1543,0,0.2
143.4,2,1.5708,10,68.3543,0,0.2
143.5,2,1.5708,10,68.5543,0,0.2
143.6,2,1.5708,10,68.7543,0,0.2
143.7,2,1.5708,10,68.9543,0,0.2
143.8,2,1.5708,10,69.1543,0,0.2
143.9,2,1.5708,10,69.3543,0,0.2
144,2,1.5708,10,69.5543,0,0.2
144.1,2,1.5708,10,69.7543,0,0.2
144.2,2,1.5708,10,69.9543,0,0.2
144.3,2,1.5708,10,70.1543,0,0.2
144.4,2,1.5708,10,70.3543,0,0.2
144.5,2,1.5708,10,70.5543,0,0.2
144.6,2,1.5708,10,70.7543,0,0.2
144.7,2,1.5708,10,70.9543,0,0.2
144.8,2,1.5708,10,71.1543,0,0.2
144.9,2,1.5708,10,71.3543,0,0.2
145,2,1.5708,10,71.5543,0,0.2
145.1,2,1.5708,10,71.7543,0,0.2
145.2,2,1.5708,10,71.9543,0,0.2
145.3,2,1.5708,10,72.1543,0,0.2
145.4,2,1.5708,10,72.3543,0,0.2
145.5,2,1.5708,10,72.5543,0,0.2
145.6,2,1.5708,10,72.7543,0,0.2
145.7,2,1.5708,10,72.9543,0,0.2
145.8,2,1.5708,10,73.1543,0,0.2
145.9,2,1.5708,10,73.3543,0,0.2
146,2,1.5708,10,73.5543,0,0.2
146.1,2,1.5708,10,73.7543,0,0.2
146.2,2,1.5708,10,73.9543,0,0.2
146.3,2,1.5708,10,74.1543,0,0.2
146.4,2,1.5708,10,74.3543,0,0.2
146.5,2,1.5708,10,74.5543,0,0.2
146.6,2,1.5708,10,74.7543,0,0.2
146.7,2,1.5708,10,74.9543,0,0.2
146.8,2,1.5708,10,75.1543,0,0.2
146.9,2,1.5708,10,75.3543,0,0.2
147,2,1.5708,10,75.5543,0,0.2
147.1,2,1.5708,10,75.7543,0,0.2
147.2,2,1.5708,10,75.9543,0,0.2
147.3,2,1.5708,10,76.1543,0,0.2
147.4,2,1.5708,10,76.3543,0,0.2
147.5,2,1.5708,10,76.5543,0,0.2
147.6,2,1.5708,10,76.7543,0,0.2
147.7,2,1.5708,10,76.9543,0,0.2
147.8,2,1.5708,10,77.1543,0,0.2
147.9,2,1.5708,10,77.3543,0,0.2
148,2,1.5708,10,77.5543,0,0.2
148.1,2,1.5708,10,77.7543,0,0.2
148.2,2,1.5708,10,77.9543,0,0.2
148.3,2,1.5708,10,78.1543,0,0.2
148.4,2,1.5708,10,78.3543,0,0.2
148.5,2,1.5708,10,78.5543,0,0.2
148.6,2,1.5708,10,78.7543,0,0.2
148.7,2,1.5708,10,78.9543,0,0.2
148.8,2,1.5708,10,79.1543,0,0.2
148.9,2,1.5708,10,79.3543,0,0.2
149,2,1.5708,10,79.5543,0,0.2
149.1,2,1.5708,10,79.7543,0,0.2
149.2,2,1.5708,10,79.9543,0,0.2
149.3,2,1.5708,10,80.1543,0,0.2
149.4,2,1.5708,10,80.3543,0,0.2
149.5,2,1.5708,10,80.5543,0,0.2
149.6,2,1.5708,10,80.7543,0,0.2
149.7,2,1.5708,10,80.9543,0,0.2
149.8,2,1.5708,10,81.1543,0,0.2
149.9,2,1.5708,10,81.3543,0,0.2
150,2,1.5708,10,81.5543,0,0.2
