Time,Velocity,Angle theta,Position x,Position y,Delta x,Delta y
54.4,2,-0.833146,4.40541,101.636,0.13451,-0.14801
54.5,2,-0.902685,4.52932,101.479,0.123901,-0.156999
54.6,2,-0.995806,4.63808,101.311,0.108765,-0.16784
54.7,2,-1.08009,4.73233,101.134,0.09425,-0.1764
54.8,2,-1.15613,4.81291,100.951,0.0805775,-0.18305
54.9,2,-1.22491,4.88071,100.763,0.067806,-0.188155
55,2,-1.28784,4.93655,100.571,0.0558384,-0.192047
55.1,2,-1.3654,4.97734,100.375,0.0407904,-0.195796
55.2,2,-1.43069,5.00527,100.177,0.0279298,-0.19804
55.3,2,-1.48542,5.02233,99.978,0.0170538,-0.199272
55.4,2,-1.53106,5.03027,99.7781,0.00794576,-0.199842
55.5,2,-1.56885,5.03066,99.5781,0.000389537,-0.2
55.6,2,-1.5923,5.02636,99.3782,-0.00429957,-0.199954
55.7,2,-1.60842,5.01884,99.1783,-0.00752197,-0.199858
55.8,2,-1.61813,5.00938,98.9785,-0.00946275,-0.199776
55.9,2,-1.62211,4.99912,98.7788,-0.0102582,-0.199737
56,2,-1.62069,4.98914,98.579,-0.00997545,-0.199751
56.1,2,-1.6162,4.98007,98.3792,-0.00907777,-0.199794
56.2,2,-1.6091,4.97241,98.1794,-0.00765827,-0.199853
56.3,2,-1.59985,4.9666,97.9795,-0.00580938,-0.199916
56.4,2,-1.58872,4.96301,97.7795,-0.00358502,-0.199968
56.5,2,-1.57572,4.96203,97.5795,-0.00098538,-0.199998
56.6,2,-1.56954,4.96228,97.3795,0.00025112,-0.2
56.7,2,-1.5635,4.96374,97.1795,0.00145962,-0.199995
56.8,2,-1.55765,4.96637,96.9795,0.00262868,-0.199983
56.9,2,-1.55201,4.97012,96.7796,0.00375721,-0.199965
57,2,-1.54651,4.97498,96.5796,0.00485679,-0.199941
57.1,2,-1.54702,4.97974,96.3797,0.00475467,-0.199943
57.2,2,-1.54798,4.9843,96.1797,0.00456303,-0.199948
57.3,2,-1.54931,4.9886,95.9798,0.00429717,-0.199954
57.4,2,-1.55096,4.99256,95.7798,0.00396621,-0.199961
57.5,2,-1.55294,4.99613,95.5799,0.0035706,-0.199968
57.6,2,-1.55625,4.99904,95.3799,0.00290845,-0.199979
57.7,2,-1.55948,5.0013,95.1799,0.00226285,-0.199987
57.8,2,-1.5626,5.00294,94.9799,0.00163965,-0.199993
57.9,2,-1.5656,5.00398,94.7799,0.00103927,-0.199997
58,2,-1.56852,5.00444,94.5799,0.000455455,-0.199999
58.1,2,-1.57037,5.00452,94.3799,8.48E-05,-0.2
58.2,2,-1.57191,5.0043,94.1799,-0.000222974,-0.2
58.3,2,-1.57316,5.00383,93.9799,-0.000472929,-0.199999
58.4,2,-1.57415,5.00316,93.7799,-0.000670151,-0.199999
58.5,2,-1.57489,5.00234,93.5799,-0.000818964,-0.199998
58.6,2,-1.57484,5.00153,93.3799,-0.000808992,-0.199998
58.7,2,-1.57461,5.00077,93.1799,-0.000763139,-0.199999
58.8,2,-1.57423,5.00008,92.9799,-0.000687143,-0.199999
58.9,2,-1.57372,4.99949,92.7799,-0.00058457,-0.199999
59,2,-1.57308,4.99904,92.5799,-0.000455884,-0.199999
59.1,2,-1.57251,4.9987,92.3799,-0.000342156,-0.2
59.2,2,-1.57193,4.99847,92.1799,-0.000227608,-0.2
59.3,2,-1.57137,4.99836,91.9799,-0.000113815,-0.2
59.4,2,-1.5708,4.99835,91.7799,-1.21E-06,-0.2
59.5,2,-1.57024,4.99847,91.5799,0.00011123,-0.2
59.6,2,-1.57003,4.99862,91.3799,0.000153023,-0.2
59.7,2,-1.56987,4.9988,91.1799,0.000185322,-0.2
59.8,2,-1.56975,4.99901,90.9799,0.000209079,-0.2
59.9,2,-1.56967,4.99924,90.7799,0.000225103,-0.2
60,2,-1.56963,4.99947,90.5799,0.000233917,-0.2
60.1,2,-1.56975,4.99968,90.3799,0.000209989,-0.2
60.2,2,-1.56988,4.99986,90.1799,0.000182436,-0.2
60.3,2,-1.57004,5.00002,89.9799,0.000152131,-0.2
60.4,2,-1.5702,5.00014,89.7799,0.000119502,-0.2
60.5,2,-1.57037,5.00022,89.5799,8.44E-05,-0.2
60.6,2,-1.57052,5.00028,89.3799,5.62E-05,-0.2
60.7,2,-1.57065,5.00031,89.1799,3.01E-05,-0.2
60.8,2,-1.57077,5.00031,88.9799,6.25E-06,-0.2
60.9,2,-1.57087,5.0003,88.7799,-1.56E-05,-0.2
61,2,-1.57097,5.00026,88.5799,-3.57E-05,-0.2
61.1,2,-1.57101,5.00022,88.3799,-4.20E-05,-0.2
61.2,2,-1.57102,5.00017,88.1799,-4.57E-05,-0.2
61.3,2,-1.57103,5.00013,87.9799,-4.71E-05,-0.2
61.4,2,-1.57103,5.00008,87.7799,-4.66E-05,-0.2
61.5,2,-1.57102,5.00004,87.5799,-4.41E-05,-0.2
61.6,2,-1.57099,5,87.3799,-3.78E-05,-0.2
61.7,2,-1.57095,4.99997,87.1799,-3.09E-05,-0.2
61.8,2,-1.57091,4.99994,86.9799,-2.36E-05,-0.2
61.9,2,-1.57088,4.99993,86.7799,-1.58E-05,-0.2
62,2,-1.57083,4.99992,86.5799,-7.70E-06,-0.2
62.1,2,-1.57081,4.99992,86.3799,-2.73E-06,-0.2
62.2,2,-1.57079,4.99992,86.1799,1.72E-06,-0.2
62.3,2,-1.57077,4.99992,85.9799,5.66E-06,-0.2
62.4,2,-1.57075,4.99993,85.7799,9.12E-06,-0.2
62.5,2,-1.57074,4.99995,85.5799,1.22E-05,-0.2
62.6,2,-1.57073,4.99996,85.3799,1.23E-05,-0.2
62.7,2,-1.57074,4.99997,85.1799,1.19E-05,-0.2
62.8,2,-1.57074,4.99998,84.9799,1.12E-05,-0.2
62.9,2,-1.57075,4.99999,84.7799,1.02E-05,-0.2
63,2,-1.57075,5,84.5799,8.79E-06,-0.2
63.1,2,-1.57076,5.00001,84.3799,7.06E-06,-0.2
63.2,2,-1.57077,5.00001,84.1799,5.31E-06,-0.2
63.3,2,-1.57078,5.00002,83.9799,3.57E-06,-0.2
63.4,2,-1.57079,5.00002,83.7799,1.85E-06,-0.2
63.5,2,-1.5708,5.00002,83.5799,1.25E-07,-0.2
63.6,2,-1.5708,5.00002,83.3799,-7.69E-07,-0.2
63.7,2,-1.5708,5.00002,83.1799,-1.51E-06,-0.2
63.8,2,-1.57081,5.00001,82.9799,-2.11E-06,-0.2
63.9,2,-1.57081,5.00001,82.7799,-2.58E-06,-0.2
64,2,-1.57081,5.00001,82.5799,-2.94E-06,-0.2
64.1,2,-1.57081,5.00001,82.3799,-2.78E-06,-0.2
64.2,2,-1.57081,5,82.1799,-2.53E-06,-0.2
64.3,2,-1.57081,5,81.9799,-2.22E-06,-0.2
64.4,2,-1.57081,5,81.7799,-1.86E-06,-0.2
64.5,2,-1.5708,5,81.5799,-1.43E-06,-0.2
64.6,2,-1.5708,5,81.3799,-1.05E-06,-0.2
64.7,2,-1.5708,5,81.1799,-6.77E-07,-0.2
64.8,2,-1.5708,5,80.9799,-3.22E-07,-0.2
64.9,2,-1.5708,5,80.7799,1.78E-08,-0.2
65,2,-1.57079,5,80.5799,3.46E-07,-0.2
65.1,2,-1.57079,5,80.3799,4.72E-07,-0.2
65.2,2,-1.57079,5,80.1799,5.63E-07,-0.2
65.3,2,-1.57079,5,79.9799,6.25E-07,-0.2
65.4,2,-1.57079,5,79.7799,6.60E-07,-0.2
65.5,2,-1.57079,5,79.5799,6.70E-07,-0.2
65.6,2,-1.57079,5,79.3799,5.96E-07,-0.2
65.7,2,-1.57079,5,79.1799,5.11E-07,-0.2
65.8,2,-1.57079,5,78.9799,4.16E-07,-0.2
65.9,2,-1.57079,5,78.7799,3.15E-07,-0.2
66,2,-1.5708,5,78.5799,2.05E-07,-0.2
66.1,2,-1.5708,5,78.3799,1.25E-07,-0.2
66.2,2,-1.5708,5,78.1799,5.18E-08,-0.2
66.3,2,-1.5708,5,77.9799,-1.53E-08,-0.2
66.4,2,-1.5708,5,77.7799,-7.65E-08,-0.2
66.5,2,-1.5708,5,77.5799,-1.33E-07,-0.2
66.6,2,-1.5708,5,77.3799,-1.46E-07,-0.2
66.7,2,-1.5708,5,77.1799,-1.52E-07,-0.2
66.8,2,-1.5708,5,76.9799,-1.51E-07,-0.2
66.9,2,-1.5708,5,76.7799,-1.45E-07,-0.2
67,2,-1.5708,5,76.5799,-1.34E-07,-0.2
67.1,2,-1.5708,5,76.3799,-1.13E-07,-0.2
67.2,2,-1.5708,5,76.1799,-9.05E-08,-0.2
67.3,2,-1.5708,5,75.9799,-6.71E-08,-0.2
67.4,2,-1.5708,5,75.7799,-4.31E-08,-0.2
67.5,2,-1.5708,5,75.5799,-1.83E-08,-0.2
67.6,2,-1.5708,5,75.3799,-3.56E-09,-0.2
67.7,2,-1.5708,5,75.1799,9.31E-09,-0.2
67.8,2,-1.5708,5,74.9799,2.04E-08,-0.2
67.9,2,-1.5708,5,74.7799,3.00E-08,-0.2
68,2,-1.5708,5,74.5799,3.81E-08,-0.2
68.1,2,-1.5708,5,74.3799,3.77E-08,-0.2
68.2,2,-1.5708,5,74.1799,3.60E-08,-0.2
68.3,2,-1.5708,5,73.9799,3.33E-08,-0.2
68.4,2,-1.5708,5,73.7799,2.95E-08,-0.2
68.5,2,-1.5708,5,73.5799,2.47E-08,-0.2
68.6,2,-1.5708,5,73.3799,1.95E-08,-0.2
68.7,2,-1.5708,5,73.1799,1.42E-08,-0.2
68.8,2,-1.5708,5,72.9799,8.94E-09,-0.2
68.9,2,-1.5708,5,72.7799,3.81E-09,-0.2
69,2,-1.5708,5,72.5799,-1.28E-09,-0.2
69.1,2,-1.5708,5,72.3799,-3.72E-09,-0.2
69.2,2,-1.5708,5,72.1799,-5.69E-09,-0.2
69.3,2,-1.5708,5,71.9799,-7.23E-09,-0.2
69.4,2,-1.5708,5,71.7799,-8.40E-09,-0.2
69.5,2,-1.5708,5,71.5799,-9.20E-09,-0.2
69.6,2,-1.5708,5,71.3799,-8.54E-09,-0.2
69.7,2,-1.5708,5,71.1799,-7.65E-09,-0.2
69.8,2,-1.5708,5,70.9799,-6.58E-09,-0.2
69.9,2,-1.5708,5,70.7799,-5.36E-09,-0.2
70,2,-1.5708,5,70.5799,-3.98E-09,-0.2
70.1,2,-1.5708,5,70.3799,-2.81E-09,-0.2
70.2,2,-1.5708,5,70.1799,-1.70E-09,-0.2
70.3,2,-1.5708,5,69.9799,-6.49E-10,-0.2
70.4,2,-1.5708,5,69.7799,3.43E-10,-0.2
70.5,2,-1.5708,5,69.5799,1.29E-09,-0.2
70.6,2,-1.5708,5,69.3799,1.62E-09,-0.2
70.7,2,-1.5708,5,69.1799,1.84E-09,-0.2
70.8,2,-1.5708,5,68.9799,1.98E-09,-0.2
70.9,2,-1.5708,5,68.7799,2.03E-09,-0.2
71,2,-1.5708,5,68.5799,2.00E-09,-0.2
71.1,2,-1.5708,5,68.3799,1.76E-09,-0.2
71.2,2,-1.5708,5,68.1799,1.48E-09,-0.2
71.3,2,-1.5708,5,67.9799,1.18E-09,-0.2
71.4,2,-1.5708,5,67.7799,8.58E-10,-0.2
71.5,2,-1.5708,5,67.5799,5.17E-10,-0.2
71.6,2,-1.5708,5,67.3799,2.84E-10,-0.2
71.7,2,-1.5708,5,67.1799,7.19E-11,-0.2
71.8,2,-1.5708,5,66.9799,-1.20E-10,-0.2
71.9,2,-1.5708,5,66.7799,-2.92E-10,-0.2
72,2,-1.5708,5,66.5799,-4.47E-10,-0.2
72.1,2,-1.5708,5,66.3799,-4.73E-10,-0.2
72.2,2,-1.5708,5,66.1799,-4.79E-10,-0.2
72.3,2,-1.5708,5,65.9799,-4.67E-10,-0.2
72.4,2,-1.5708,5,65.7799,-4.38E-10,-0.2
72.5,2,-1.5708,5,65.5799,-3.95E-10,-0.2
72.6,2,-1.5708,5,65.3799,-3.26E-10,-0.2
72.7,2,-1.5708,5,65.1799,-2.55E-10,-0.2
72.8,2,-1.5708,5,64.9799,-1.83E-10,-0.2
72.9,2,-1.5708,5,64.7799,-1.10E-10,-0.2
73,2,-1.5708,5,64.5799,-3.46E-11,-0.2
73.1,2,-1.5708,5,64.3799,7.47E-12,-0.2
73.2,2,-1.5708,5,64.1799,4.36E-11,-0.2
73.3,2,-1.5708,5,63.9799,7.42E-11,-0.2
73.4,2,-1.5708,5,63.7799,9.97E-11,-0.2
73.5,2,-1.5708,5,63.5799,1.21E-10,-0.2
73.6,2,-1.5708,5,63.3799,1.17E-10,-0.2
73.7,2,-1.5708,5,63.1799,1.10E-10,-0.2
73.8,2,-1.5708,5,62.9799,9.93E-11,-0.2
73.9,2,-1.5708,5,62.7799,8.61E-11,-0.2
74,2,-1.5708,5,62.5799,7.01E-11,-0.2
74.1,2,-1.5708,5,62.3799,5.38E-11,-0.2
74.2,2,-1.5708,5,62.1799,3.77E-11,-0.2
74.3,2,-1.5708,5,61.9799,2.20E-11,-0.2
74.4,2,-1.5708,5,61.7799,6.80E-12,-0.2
74.5,2,-1.5708,5,61.5799,-8.16E-12,-0.2
74.6,2,-1.5708,5,61.3799,-1.48E-11,-0.2
74.7,2,-1.5708,5,61.1799,-2.00E-11,-0.2
74.8,2,-1.5708,5,60.9799,-2.39E-11,-0.2
74.9,2,-1.5708,5,60.7799,-2.66E-11,-0.2
75,2,-1.5708,5,60.5799,-2.83E-11,-0.2
75.1,2,-1.5708,5,60.3799,-2.58E-11,-0.2
75.2,2,-1.5708,5,60.1799,-2.27E-11,-0.2
75.3,2,-1.5708,5,59.9799,-1.92E-11,-0.2
75.4,2,-1.5708,5,59.7799,-1.52E-11,-0.2
75.5,2,-1.5708,5,59.5799,-1.08E-11,-0.2
75.6,2,-1.5708,5,59.3799,-7.28E-12,-0.2
75.7,2,-1.5708,5,59.1799,-3.99E-12,-0.2
75.8,2,-1.5708,5,58.9799,-9.13E-13,-0.2
75.9,2,-1.5708,5,58.7799,1.95E-12,-0.2
76,2,-1.5708,5,58.5799,4.64E-12,-0.2
76.1,2,-1.5708,5,58.3799,5.47E-12,-0.2
76.2,2,-1.5708,5,58.1799,5.98E-12,-0.2
76.3,2,-1.5708,5,57.9799,6.22E-12,-0.2
76.4,2,-1.5708,5,57.7799,6.22E-12,-0.2
76.5,2,-1.5708,5,57.5799,5.98E-12,-0.2
76.6,2,-1.5708,5,57.3799,5.16E-12,-0.2
76.7,2,-1.5708,5,57.1799,4.26E-12,-0.2
76.8,2,-1.5708,5,56.9799,3.31E-12,-0.2
76.9,2,-1.5708,5,56.7799,2.31E-12,-0.2
77,2,-1.5708,5,56.5799,1.26E-12,-0.2
77.1,2,-1.5708,5,56.3799,5.84E-13,-0.2
77.2,2,-1.5708,5,56.1799,-2.58E-14,-0.2
77.3,2,-1.5708,5,55.9799,-5.68E-13,-0.2
77.4,2,-1.5708,5,55.7799,-1.05E-12,-0.2
77.5,2,-1.5708,5,55.5799,-1.47E-12,-0.2
77.6,2,-1.5708,5,55.3799,-1.51E-12,-0.2
77.7,2,-1.5708,5,55.1799,-1.49E-12,-0.2
77.8,2,-1.5708,5,54.9799,-1.42E-12,-0.2
77.9,2,-1.5708,5,54.7799,-1.31E-12,-0.2
78,2,-1.5708,5,54.5799,-1.15E-12,-0.2
78.1,2,-1.5708,5,54.3799,-9.31E-13,-0.2
78.2,2,-1.5708,5,54.1799,-7.11E-13,-0.2
78.3,2,-1.5708,5,53.9799,-4.88E-13,-0.2
78.4,2,-1.5708,5,53.7799,-2.66E-13,-0.2
78.5,2,-1.5708,5,53.5799,-4.09E-14,-0.2
78.6,2,-1.5708,5,53.3799,7.73E-14,-0.2
78.7,2,-1.5708,5,53.1799,1.78E-13,-0.2
78.8,2,-1.5708,5,52.9799,2.60E-13,-0.2
78.9,2,-1.5708,5,52.7799,3.27E-13,-0.2
79,2,-1.5708,5,52.5799,3.78E-13,-0.2
79.1,2,-1.5708,5,52.3799,3.61E-13,-0.2
79.2,2,-1.5708,5,52.1799,3.32E-13,-0.2
79.3,2,-1.5708,5,51.9799,2.95E-13,-0.2
79.4,2,-1.5708,5,51.7799,2.50E-13,-0.2
79.5,2,-1.5708,5,51.5799,1.96E-13,-0.2
79.6,2,-1.5708,5,51.3799,1.47E-13,-0.2
79.7,2,-1.5708,5,51.1799,9.86E-14,-0.2
79.8,2,-1.5708,5,50.9799,5.15E-14,-0.2
79.9,2,-1.5708,5,50.7799,7.11E-15,-0.2
80,2,-1.5708,5,50.5799,-3.73E-14,-0.2
80.1,2,-1.5708,5,50.3799,-5.51E-14,-0.2
80.2,2,-1.5708,5,50.1799,-6.84E-14,-0.2
80.3,2,-1.5708,5,49.9799,-7.73E-14,-0.2
80.4,2,-1.5708,5,49.7799,-8.35E-14,-0.2
80.5,2,-1.5708,5,49.5799,-8.62E-14,-0.2
80.6,2,-1.5708,5,49.3799,-7.73E-14,-0.2
80.7,2,-1.5708,5,49.1799,-6.66E-14,-0.2
80.8,2,-1.5708,5,48.9799,-5.51E-14,-0.2
80.9,2,-1.5708,5,48.7799,-4.26E-14,-0.2
81,2,-1.5708,5,48.5799,-2.84E-14,-0.2
81.1,2,-1.5708,5,48.3799,-1.78E-14,-0.2
81.2,2,-1.5708,5,48.1799,-8.88E-15,-0.2
81.3,2,-1.5708,5,47.9799,0,-0.2
81.4,2,-1.5708,5,47.7799,8.88E-15,-0.2
81.5,2,-1.5708,5,47.5799,1.60E-14,-0.2
81.6,2,-1.5708,5,47.3799,1.78E-14,-0.2
81.7,2,-1.5708,5,47.1799,1.95E-14,-0.2
81.8,2,-1.5708,5,46.9799,1.95E-14,-0.2
81.9,2,-1.5708,5,46.7799,1.87E-14,-0.2
82,2,-1.5708,5,46.5799,1.78E-14,-0.2
82.1,2,-1.5708,5,46.3799,1.51E-14,-0.2
82.2,2,-1.5708,5,46.1799,1.24E-14,-0.2
82.3,2,-1.5708,5,45.9799,8.88E-15,-0.2
82.4,2,-1.5708,5,45.7799,6.22E-15,-0.2
82.5,2,-1.5708,5,45.5799,2.66E-15,-0.2
82.6,2,-1.5708,5,45.3799,8.88E-16,-0.2
82.7,2,-1.5708,5,45.1799,-8.88E-16,-0.2
82.8,2,-1.5708,5,44.9799,-2.66E-15,-0.2
82.9,2,-1.5708,5,44.7799,-3.55E-15,-0.2
83,2,-1.5708,5,44.5799,-4.44E-15,-0.2
83.1,2,-1.5708,5,44.3799,-4.44E-15,-0.2
83.2,2,-1.5708,5,44.1799,-4.44E-15,-0.2
83.3,2,-1.5708,5,43.9799,-4.44E-15,-0.2
83.4,2,-1.5708,5,43.7799,-3.55E-15,-0.2
83.5,2,-1.5708,5,43.5799,-3.55E-15,-0.2
83.6,2,-1.5708,5,43.3799,-2.66E-15,-0.2
83.7,2,-1.5708,5,43.1799,-1.78E-15,-0.2
83.8,2,-1.5708,5,42.9799,-8.88E-16,-0.2
83.9,2,-1.5708,5,42.7799,-8.88E-16,-0.2
84,2,-1.5708,5,42.5799,0,-0.2
84.1,2,-1.5708,5,42.3799,0,-0.2
84.2,2,-1.5708,5,42.1799,8.88E-16,-0.2
84.3,2,-1.5708,5,41.9799,8.88E-16,-0.2
84.4,2,-1.5708,5,41.7799,8.88E-16,-0.2
84.5,2,-1.5708,5,41.5799,8.88E-16,-0.2
84.6,2,-1.5708,5,41.3799,8.88E-16,-0.2
84.7,2,-1.5708,5,41.1799,8.88E-16,-0.2
84.8,2,-1.5708,5,40.9799,8.88E-16,-0.2
84.9,2,-1.5708,5,40.7799,8.88E-16,-0.2
85,2,-1.5708,5,40.5799,8.88E-16,-0.2
85.1,2,-1.5708,5,40.3799,8.88E-16,-0.2
85.2,2,-1.5708,5,40.1799,0,-0.2
85.3,2,-1.5708,5,39.9799,0,-0.2
85.4,2,-1.5708,5,39.7799,0,-0.2
85.5,2,-1.5708,5,39.5799,0,-0.2
85.6,2,-1.5708,5,39.3799,0,-0.2
85.7,2,-1.5708,5,39.1799,0,-0.2
85.8,2,-1.5708,5,38.9799,0,-0.2
85.9,2,-1.5708,5,38.7799,0,-0.2
86,2,-1.5708,5,38.5799,0,-0.2
86.1,2,-1.5708,5,38.3799,0,-0.2
86.2,2,-1.5708,5,38.1799,0,-0.2
86.3,2,-1.5708,5,37.9799,0,-0.2
86.4,2,-1.5708,5,37.7799,0,-0.2
86.5,2,-1.5708,5,37.5799,0,-0.2
86.6,2,-1.5708,5,37.3799,0,-0.2
86.7,2,-1.5708,5,37.1799,0,-0.2
86.8,2,-1.5708,5,36.9799,0,-0.2
86.9,2,-1.5708,5,36.7799,0,-0.2
87,2,-1.5708,5,36.5799,0,-0.2
87.1,2,-1.5708,5,36.3799,0,-0.2
87.2,2,-1.5708,5,36.1799,0,-0.2
87.3,2,-1.5708,5,35.9799,0,-0.2
87.4,2,-1.5708,5,35.7799,0,-0.2
87.5,2,-1.5708,5,35.5799,0,-0.2
87.6,2,-1.5708,5,35.3799,0,-0.2
87.7,2,-1.5708,5,35.1799,0,-0.2
87.8,2,-1.5708,5,34.9799,0,-0.2
87.9,2,-1.5708,5,34.7799,0,-0.2
88,2,-1.5708,5,34.5799,0,-0.2
88.1,2,-1.5708,5,34.3799,0,-0.2
88.2,2,-1.5708,5,34.1799,0,-0.2
88.3,2,-1.5708,5,33.9799,0,-0.2
88.4,2,-1.5708,5,33.7799,0,-0.2
88.5,2,-1.5708,5,33.5799,0,-0.2
88.6,2,-1.5708,5,33.3799,0,-0.2
88.7,2,-1.5708,5,33.1799,0,-0.2
88.8,2,-1.5708,5,32.9799,0,-0.2
88.9,2,-1.5708,5,32.7799,0,-0.2
89,2,-1.5708,5,32.5799,0,-0.2
89.1,2,-1.5708,5,32.3799,0,-0.2
89.2,2,-1.5708,5,32.1799,0,-0.2
89.3,2,-1.5708,5,31.9799,0,-0.2
89.4,2,-1.5708,5,31.7799,0,-0.2
89.5,2,-1.5708,5,31.5799,0,-0.2
89.6,2,-1.5708,5,31.3799,0,-0.2
89.7,2,-1.5708,5,31.1799,0,-0.2
89.8,2,-1.5708,5,30.9799,0,-0.2
89.9,2,-1.5708,5,30.7799,0,-0.2
90,2,-1.5708,5,30.5799,0,-0.2
90.1,2,-1.5708,5,30.3799,0,-0.2
90.2,2,-1.5708,5,30.1799,0,-0.2
90.3,2,-1.5708,5,29.9799,0,-0.2
90.4,2,-1.5708,5,29.7799,0,-0.2
90.5,2,-1.5708,5,29.5799,0,-0.2
90.6,2,-1.5708,5,29.3799,0,-0.2
90.7,2,-1.5708,5,29.1799,0,-0.2
90.8,2,-1.5708,5,28.9799,0,-0.2
90.9,2,-1.5708,5,28.7799,0,-0.2
91,2,-1.5708,5,28.5799,0,-0.2
91.1,2,-1.5708,5,28.3799,0,-0.2
91.2,2,-1.5708,5,28.1799,0,-0.2
91.3,2,-1.5708,5,27.9799,0,-0.2
91.4,2,-1.5708,5,27.7799,0,-0.2
91.5,2,-1.5708,5,27.5799,0,-0.2
91.6,2,-1.5708,5,27.3799,0,-0.2
91.7,2,-1.5708,5,27.1799,0,-0.2
91.8,2,-1.5708,5,26.9799,0,-0.2
91.9,2,-1.5708,5,26.7799,0,-0.2
92,2,-1.5708,5,26.5799,0,-0.2
92.1,2,-1.5708,5,26.3799,0,-0.2
92.2,2,-1.5708,5,26.1799,0,-0.2
92.3,2,-1.5708,5,25.9799,0,-0.2
92.4,2,-1.5708,5,25.7799,0,-0.2
92.5,2,-1.5708,5,25.5799,0,-0.2
92.6,2,-1.5708,5,25.3799,0,-0.2
92.7,2,-1.5708,5,25.1799,0,-0.2
92.8,2,-1.5708,5,24.9799,0,-0.2
92.9,2,-1.5708,5,24.7799,0,-0.2
93,2,-1.5708,5,24.5799,0,-0.2
93.1,2,-1.5708,5,24.3799,0,-0.2
93.2,2,-1.5708,5,24.1799,0,-0.2
93.3,2,-1.5708,5,23.9799,0,-0.2
93.4,2,-1.5708,5,23.7799,0,-0.2
93.5,2,-1.5708,5,23.5799,0,-0.2
93.6,2,-1.5708,5,23.3799,0,-0.2
93.7,2,-1.5708,5,23.1799,0,-0.2
93.8,2,-1.5708,5,22.9799,0,-0.2
93.9,2,-1.5708,5,22.7799,0,-0.2
94,2,-1.5708,5,22.5799,0,-0.2
94.1,2,-1.5708,5,22.3799,0,-0.2
94.2,2,-1.5708,5,22.1799,0,-0.2
94.3,2,-1.5708,5,21.9799,0,-0.2
94.4,2,-1.5708,5,21.7799,0,-0.2
94.5,2,-1.5708,5,21.5799,0,-0.2
94.6,2,-1.5708,5,21.3799,0,-0.2
94.7,2,-1.5708,5,21.1799,0,-0.2
94.8,2,-1.5708,5,20.9799,0,-0.2
94.9,2,-1.5708,5,20.7799,0,-0.2
95,2,-1.5708,5,20.5799,0,-0.2
95.1,2,-1.5708,5,20.3799,0,-0.2
95.2,2,-1.5708,5,20.1799,0,-0.2
95.3,2,-1.5708,5,19.9799,0,-0.2
95.4,2,-1.5708,5,19.7799,0,-0.2
95.5,2,-1.5708,5,19.5799,0,-0.2
95.6,2,-1.5708,5,19.3799,0,-0.2
95.7,2,-1.5708,5,19.1799,0,-0.2
95.8,2,-1.5708,5,18.9799,0,-0.2
95.9,2,-1.5708,5,18.7799,0,-0.2
96,2,-1.5708,5,18.5799,0,-0.2
96.1,2,-1.5708,5,18.3799,0,-0.2
96.2,2,-1.5708,5,18.1799,0,-0.2
96.3,2,-1.5708,5,17.9799,0,-0.2
96.4,2,-1.5708,5,17.7799,0,-0.2
96.5,2,-1.5708,5,17.5799,0,-0.2
96.6,2,-1.5708,5,17.3799,0,-0.2
96.7,2,-1.5708,5,17.1799,0,-0.2
96.8,2,-1.5708,5,16.9799,0,-0.2
96.9,2,-1.5708,5,16.7799,0,-0.2
97,2,-1.5708,5,16.5799,0,-0.2
97.1,2,-1.5708,5,16.3799,0,-0.2
97.2,2,-1.5708,5,16.1799,0,-0.2
97.3,2,-1.5708,5,15.9799,0,-0.2
97.4,2,-1.5708,5,15.7799,0,-0.2
97.5,2,-1.5708,5,15.5799,0,-0.2
97.6,2,-1.5708,5,15.3799,0,-0.2
97.7,2,-1.5708,5,15.1799,0,-0.2
97.8,2,-1.5708,5,14.9799,0,-0.2
97.9,2,-1.5708,5,14.7799,0,-0.2
98,2,-1.5708,5,14.5799,0,-0.2
98.1,2,-1.5708,5,14.3799,0,-0.2
98.2,2,-1.5708,5,14.1799,0,-0.2
98.3,2,-1.5708,5,13.9799,0,-0.2
98.4,2,-1.5708,5,13.7799,0,-0.2
98.5,2,-1.5708,5,13.5799,0,-0.2
98.6,2,-1.5708,5,13.3799,0,-0.2
98.7,2,-1.5708,5,13.1799,0,-0.2
98.8,2,-1.5708,5,12.9799,0,-0.2
98.9,2,-1.5708,5,12.7799,0,-0.2
99,2,-1.5708,5,12.5799,0,-0.2
99.1,2,-1.5708,5,12.3799,0,-0.2
99.2,2,-1.5708,5,12.1799,0,-0.2
99.3,2,-1.5708,5,11.9799,0,-0.2
99.4,2,-1.5708,5,11.7799,0,-0.2
99.5,2,-1.5708,5,11.5799,0,-0.2
99.6,2,-1.5708,5,11.3799,0,-0.2
99.7,2,-1.5708,5,11.1799,0,-0.2
99.8,2,-1.5708,5,10.9799,0,-0.2
99.9,2,-1.5708,5,10.7799,0,-0.2
100,2,-1.5708,5,10.5799,0,-0.2
100.1,2,-1.5708,5,10.3799,0,-0.2
100.2,2,-1.5708,5,10.1799,0,-0.2
100.3,2,-1.5708,5,9.97991,0,-0.2
100.4,2,-1.5708,5,9.77991,0,-0.2
100.5,2,-1.5708,5,9.57991,0,-0.2
100.6,2,-1.5708,5,9.37991,0,-0.2
100.7,2,-1.5708,5,9.17991,0,-0.2
100.8,2,-1.5708,5,8.97991,0,-0.2
100.9,2,-1.5708,5,8.77991,0,-0.2
